Id,Category
281,1
282,1
283,2
284,1
285,0
286,1
287,1
288,2
289,2
290,2
291,0
292,1
293,0
294,2
295,0
296,1
297,1
298,1
299,1
300,0
301,1
302,0
303,1
304,0
305,2
306,2
307,1
308,2
309,1
310,1
311,1
312,2
313,2
314,1
315,1
316,2
317,0
318,1
319,1
320,2
321,2
322,2
323,2
324,1
325,1
326,0
327,1
328,1
329,1
330,2
331,1
332,1
333,1
334,0
335,2
336,2
337,1
338,1
339,2
340,1
341,2
342,0
343,1
344,1
345,1
346,1
347,2
348,1
349,1
350,0
351,1
352,1
353,0
354,0
355,1
356,1
357,0
358,2
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,0
369,2
370,1
371,1
372,1
373,1
374,2
375,0
376,1
377,2
378,1
379,0
380,2
381,0
382,1
383,1
384,0
385,0
386,0
387,0
388,1
389,2
390,1
391,2
392,1
393,1
394,1
395,2
396,2
397,1
398,1
399,2
400,1
401,2
402,1
403,1
404,0
405,1
406,1
407,1
408,0
409,1
410,2
411,2
412,0
413,2
414,1
415,1
416,2
417,0
418,0
419,1
420,1
421,0
422,2
423,1
424,2
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,0
433,1
434,2
435,1
436,0
437,1
438,1
439,1
440,1
441,0
442,2
443,1
444,1
445,2
446,2
447,2
448,1
449,0
450,1
451,1
452,1
453,1
454,1
455,0
456,1
457,1
458,2
459,1
460,1
461,1
462,0
463,1
464,1
465,1
466,2
467,1
468,2
469,1
470,1
471,1
472,1
473,2
474,0
475,2
476,0
477,1
478,1
479,1
480,2
481,0
482,0
483,1
484,1
485,1
486,1
487,0
488,1
489,0
490,1
491,1
492,0
493,1
494,1
495,1
496,1
497,0
498,2
499,2
500,2
501,2
502,1
503,0
504,1
505,1
506,2
507,0
508,1
509,1
510,1
511,1
512,0
513,1
514,1
515,1
516,0
517,1
518,1
519,0
520,0
521,1
522,1
523,1
524,1
525,1
526,2
527,1
528,0
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,0
537,1
538,2
539,1
540,0
541,2
542,0
543,1
544,1
545,1
546,2
547,0
548,1
549,1
550,2
551,1
552,1
553,0
554,1
555,1
556,2
557,1
558,0
559,2
560,1
561,0
562,1
563,1
564,1
565,0
566,1
567,2
568,2
569,2
570,1
571,2
572,2
573,1
574,2
575,2
576,1
577,1
578,2
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,2
587,0
588,0
589,1
590,0
591,1
592,1
593,2
594,1
595,1
596,1
597,1
598,1
599,2
600,0
601,1
602,0
603,1
604,1
605,2
606,2
607,1
608,1
609,1
610,0
611,0
612,0
613,0
614,2
615,2
616,1
617,2
618,1
619,2
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,2
628,0
629,1
630,1
631,1
632,2
633,1
634,1
635,1
636,1
637,2
638,0
639,2
640,1
641,1
642,1
643,1
644,1
645,2
646,2
647,1
648,1
649,2
650,1
651,2
652,1
653,1
654,1
655,2
656,1
657,2
658,1
659,1
660,2
661,1
662,2
663,1
664,1
665,2
666,2
667,2
668,1
669,1
670,1
671,1
672,1
673,1
674,2
675,1
676,0
677,2
678,2
679,1
680,1
681,2
682,1
683,1
684,1
685,1
686,1
687,0
688,2
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,2
697,0
698,0
699,2
700,0
701,0
702,1
703,1
704,2
705,1
706,0
707,2
708,1
709,1
710,2
711,1
712,0
713,0
714,1
715,1
716,1
717,2
718,1
719,2
720,1
721,1
722,1
723,2
724,2
725,2
726,2
727,2
728,1
729,1
730,1
731,1
732,0
733,1
734,0
735,2
736,1
737,1
738,1
739,0
740,1
741,1
742,1
743,1
744,2
745,1
746,1
747,2
748,1
749,1
750,1
751,1
752,0
753,0
754,1
755,2
756,0
757,2
758,2
759,1
760,0
761,2
762,1
763,1
764,0
765,2
766,1
767,2
768,2
769,1
770,1
771,1
772,1
773,2
774,2
775,1
776,1
777,0
778,1
779,2
780,1
781,2
782,1
783,1
784,2
785,2
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,2
797,1
798,2
799,1
800,1
801,1
802,0
803,0
804,1
805,1
806,2
807,2
808,1
809,2
810,0
811,0
812,1
813,0
814,1
815,0
816,1
817,0
818,1
819,1
820,1
821,0
822,1
823,1
824,0
825,1
826,1
827,0
828,1
829,1
830,1
831,2
832,1
833,1
834,0
835,1
836,0
837,2
838,1
839,1
840,1
841,2
842,2
843,1
844,1
845,2
846,0
847,1
848,2
849,1
850,1
851,1
852,1
853,2
854,1
855,0
856,2
857,1
858,0
859,1
860,1
861,0
862,1
863,1
864,1
865,1
866,2
867,0
868,0
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,2
877,2
878,1
879,0
880,2
881,1
882,2
883,1
884,1
885,1
886,0
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,0
896,1
897,2
898,2
899,1
900,1
901,0
902,2
903,1
904,1
905,1
906,2
907,2
908,1
909,1
910,1
911,1
912,2
913,0
914,0
915,0
916,2
917,1
918,2
919,1
920,1
921,1
922,0
923,1
924,2
925,1
926,0
927,0
928,2
929,2
930,0
931,1
932,0
933,1
934,0
935,1
936,1
937,2
938,0
939,1
940,2
941,1
942,1
943,2
944,2
945,1
946,1
947,1
948,1
949,2
950,2
951,1
952,1
953,1
954,1
955,2
956,1
957,1
958,2
959,1
960,0
961,0
962,2
963,0
964,1
965,0
966,1
967,1
968,2
969,2
970,0
971,1
972,2
973,2
974,1
975,1
976,2
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,0
986,1
987,1
988,1
989,2
990,1
991,1
992,1
993,0
994,1
995,0
996,1
997,1
998,1
999,2
1000,1
1001,0
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,2
1011,1
1012,1
1013,1
1014,1
1015,1
1016,0
1017,2
1018,1
1019,2
1020,1
1021,1
1022,2
1023,1
1024,1
1025,1
1026,2
1027,1
1028,1
1029,1
1030,2
1031,0
1032,2
1033,0
1034,1
1035,1
1036,1
1037,0
1038,1
1039,2
1040,1
1041,1
1042,2
1043,1
1044,1
1045,2
1046,1
1047,0
1048,0
1049,1
1050,1
1051,0
1052,1
1053,2
1054,2
1055,0
1056,2
1057,1
1058,2
1059,1
1060,1
1061,2
1062,2
1063,1
1064,2
1065,1
1066,0
1067,1
1068,1
1069,1
1070,2
1071,0
1072,0
1073,1
1074,1
1075,0
1076,1
1077,2
1078,2
1079,2
1080,1
1081,1
1082,2
1083,1
1084,1
1085,0
1086,2
1087,0
1088,2
1089,1
1090,2
1091,2
1092,1
1093,1
1094,1
1095,1
1096,0
1097,1
1098,1
1099,1
1100,0
1101,1
1102,1
1103,0
1104,1
1105,1
1106,2
1107,1
1108,1
1109,0
1110,1
1111,1
1112,2
1113,1
1114,1
1115,1
1116,1
1117,2
1118,0
1119,0
1120,1
1121,1
1122,0
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,0
1132,2
1133,1
1134,1
1135,1
1136,1
1137,2
1138,2
1139,2
1140,1
1141,2
1142,1
1143,1
1144,1
1145,2
1146,2
1147,1
1148,1
1149,1
1150,0
1151,0
1152,1
1153,2
1154,2
1155,0
1156,0
1157,2
1158,0
1159,1
1160,1
1161,1
1162,1
1163,2
1164,2
1165,2
1166,1
1167,2
1168,0
1169,0
1170,2
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,1
1180,2
1181,1
1182,1
1183,1
1184,0
1185,1
1186,2
1187,1
1188,1
1189,0
1190,1
1191,1
1192,0
1193,1
1194,1
1195,1
1196,1
1197,2
1198,2
1199,1
1200,0
1201,2
1202,1
1203,1
1204,2
1205,0
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,2
1218,2
1219,2
1220,1
1221,1
1222,0
1223,0
1224,1
1225,2
1226,1
1227,1
1228,1
1229,2
1230,1
1231,1
1232,1
1233,1
1234,0
1235,2
1236,1
1237,2
1238,1
1239,2
1240,1
1241,1
1242,1
1243,0
1244,2
1245,2
1246,1
1247,1
1248,2
1249,0
1250,0
1251,1
1252,2
1253,2
1254,2
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,2
1263,2
1264,0
1265,1
1266,0
1267,2
1268,1
1269,1
1270,2
1271,1
1272,2
1273,2
1274,0
1275,1
1276,1
1277,1
1278,0
1279,2
1280,1
1281,1
1282,1
1283,1
1284,2
1285,1
1286,1
1287,1
1288,2
1289,2
1290,0
1291,1
1292,2
1293,1
1294,0
1295,1
1296,1
1297,1
1298,0
1299,2
1300,0
1301,1
1302,1
1303,2
1304,2
1305,1
1306,1
1307,2
1308,0
1309,2
1310,1
1311,2
1312,1
1313,1
1314,1
1315,2
1316,2
1317,1
1318,2
1319,1
1320,2
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,0
1328,1
1329,1
1330,1
1331,1
1332,2
1333,1
1334,2
1335,1
1336,1
1337,1
1338,1
1339,0
1340,0
1341,1
1342,1
1343,0
1344,2
1345,1
1346,1
1347,1
1348,2
1349,1
1350,1
1351,1
1352,0
1353,1
1354,1
1355,0
1356,1
1357,2
1358,1
1359,1
1360,2
1361,0
1362,1
1363,1
1364,1
1365,1
1366,0
1367,0
1368,2
1369,0
1370,0
1371,2
1372,2
1373,1
1374,1
1375,2
1376,2
1377,1
1378,2
1379,2
1380,1
1381,1
1382,2
1383,2
1384,0
1385,0
1386,1
1387,1
1388,2
1389,1
1390,2
1391,0
1392,2
1393,2
1394,2
1395,2
1396,1
1397,1
1398,1
1399,1
1400,0
1401,0
1402,0
1403,1
1404,2
1405,2
1406,1
1407,1
1408,1
1409,2
1410,1
1411,1
1412,1
1413,1
1414,2
1415,1
1416,1
1417,1
1418,1
1419,2
1420,1
1421,0
1422,0
1423,1
1424,0
1425,1
1426,1
1427,0
1428,0
1429,0
1430,1
1431,2
1432,1
1433,1
1434,2
1435,2
1436,1
1437,1
1438,0
1439,2
1440,1
1441,2
1442,2
1443,1
1444,2
1445,2
1446,1
1447,2
1448,1
1449,2
1450,0
1451,1
1452,1
1453,1
1454,1
1455,2
1456,0
1457,1
1458,1
1459,1
1460,1
1461,0
1462,0
1463,2
1464,2
1465,1
1466,1
1467,2
1468,1
1469,2
1470,1
1471,1
1472,2
1473,1
1474,2
1475,1
1476,1
1477,0
1478,2
1479,1
1480,1
1481,1
1482,1
1483,1
1484,2
1485,1
1486,0
1487,2
1488,2
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,0
1496,1
1497,1
1498,0
1499,2
1500,1
1501,0
1502,0
1503,2
1504,1
1505,1
1506,2
1507,2
1508,0
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,0
1516,1
1517,2
1518,1
1519,1
1520,0
1521,1
1522,2
1523,2
1524,1
1525,0
1526,0
1527,0
1528,1
1529,1
1530,1
1531,2
1532,1
1533,0
1534,0
1535,0
1536,0
1537,0
1538,1
1539,0
1540,2
1541,1
1542,1
1543,2
1544,1
1545,1
1546,1
1547,2
1548,2
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,0
1556,2
1557,1
1558,2
1559,2
1560,1
1561,2
1562,1
1563,2
1564,1
1565,0
1566,1
1567,1
1568,1
1569,1
1570,1
1571,0
1572,2
1573,1
1574,1
1575,1
1576,2
1577,0
1578,2
1579,1
1580,1
1581,2
1582,0
1583,0
1584,1
1585,0
1586,1
1587,2
1588,1
1589,0
1590,1
1591,1
1592,2
1593,0
1594,2
1595,1
1596,1
1597,1
1598,1
1599,1
1600,0
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,0
1608,2
1609,1
1610,0
1611,1
1612,1
1613,0
1614,1
1615,1
1616,1
1617,0
1618,0
1619,0
1620,2
1621,1
1622,2
1623,1
1624,1
1625,2
1626,2
1627,2
1628,1
1629,2
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,2
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,2
1647,0
1648,0
1649,1
1650,1
1651,2
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,2
1661,0
1662,2
1663,1
1664,1
1665,1
1666,1
1667,0
1668,2
1669,1
1670,2
1671,1
1672,1
1673,1
1674,0
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,2
1682,1
1683,1
1684,0
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,0
1695,1
1696,1
1697,1
1698,2
1699,0
1700,1
1701,1
1702,2
1703,1
1704,1
1705,1
1706,1
1707,2
1708,1
1709,2
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,2
1718,0
1719,1
1720,1
1721,2
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,2
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,2
1736,0
1737,1
1738,1
1739,2
1740,0
1741,1
1742,1
1743,2
1744,1
1745,1
1746,1
1747,0
1748,1
1749,0
1750,0
1751,1
1752,1
1753,1
1754,2
1755,1
1756,1
1757,1
1758,2
1759,1
1760,0
1761,1
1762,1
1763,1
1764,1
1765,2
1766,0
1767,2
1768,1
1769,2
1770,1
1771,2
1772,1
1773,1
1774,0
1775,2
1776,2
1777,0
1778,1
1779,1
1780,1
1781,1
1782,0
1783,0
1784,1
1785,0
1786,1
1787,1
1788,1
1789,0
1790,2
1791,0
1792,2
1793,2
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,2
1805,1
1806,2
1807,0
1808,2
1809,2
1810,2
1811,1
1812,2
1813,1
1814,2
1815,2
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,2
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,0
1835,1
1836,0
1837,1
1838,1
1839,1
1840,0
1841,1
1842,0
1843,2
1844,1
1845,2
1846,2
1847,2
1848,0
1849,1
1850,0
1851,1
1852,2
1853,1
1854,0
1855,2
1856,2
1857,2
1858,0
1859,0
1860,1
1861,2
1862,1
1863,1
1864,2
1865,1
1866,1
1867,2
1868,1
1869,1
1870,0
1871,0
1872,1
1873,1
1874,1
1875,1
1876,1
1877,2
1878,1
1879,0
1880,0
1881,2
1882,1
1883,1
1884,1
1885,1
1886,0
1887,1
1888,1
1889,0
1890,1
1891,2
1892,2
1893,0
1894,1
1895,1
1896,1
1897,1
1898,1
1899,0
1900,1
1901,1
1902,1
1903,1
1904,0
1905,1
1906,1
1907,2
1908,2
1909,1
1910,1
1911,1
1912,0
1913,2
1914,1
1915,2
1916,2
1917,1
1918,0
1919,2
1920,0
1921,0
1922,1
1923,0
1924,1
1925,1
1926,1
1927,1
1928,1
1929,2
1930,2
1931,0
1932,1
1933,1
1934,1
1935,1
1936,2
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,2
1944,2
1945,1
1946,2
1947,1
1948,1
1949,2
1950,0
1951,0
1952,1
1953,1
1954,0
1955,1
1956,1
1957,0
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,2
1965,1
1966,0
1967,1
1968,1
1969,1
1970,1
1971,2
1972,1
1973,1
1974,1
1975,2
1976,2
1977,1
1978,1
1979,1
1980,2
1981,0
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,2
2000,0
2001,0
2002,1
2003,1
2004,0
2005,1
2006,2
2007,1
2008,1
2009,1
2010,0
2011,2
2012,0
2013,1
2014,2
2015,1
2016,2
2017,1
2018,0
2019,1
2020,1
2021,2
2022,2
2023,0
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,0
2031,0
2032,1
2033,2
2034,0
2035,0
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,0
2045,2
2046,1
2047,1
2048,2
2049,0
2050,2
2051,1
2052,1
2053,1
2054,2
2055,1
2056,0
2057,1
2058,2
2059,1
2060,1
2061,1
2062,1
2063,1
2064,0
2065,0
2066,2
2067,1
2068,2
2069,2
2070,1
2071,2
2072,2
2073,2
2074,0
2075,1
2076,1
2077,1
2078,2
2079,1
2080,1
2081,1
2082,2
2083,1
2084,1
2085,1
2086,1
2087,1
2088,2
2089,2
2090,2
2091,2
2092,1
2093,1
2094,2
2095,0
2096,1
2097,1
2098,1
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,2
2107,1
2108,1
2109,0
2110,0
2111,2
2112,2
2113,1
2114,1
2115,2
2116,1
2117,0
2118,1
2119,0
2120,1
2121,0
2122,1
2123,1
2124,1
2125,2
2126,2
2127,2
2128,1
2129,2
2130,2
2131,2
2132,2
2133,1
2134,0
2135,1
2136,1
2137,2
2138,1
2139,1
2140,1
2141,1
2142,0
2143,1
2144,1
2145,0
2146,2
2147,0
2148,0
2149,1
2150,1
2151,1
2152,0
2153,0
2154,0
2155,1
2156,0
2157,0
2158,2
2159,1
2160,1
2161,2
2162,0
2163,2
2164,0
2165,1
2166,2
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,2
2174,1
2175,1
2176,2
2177,1
2178,0
2179,0
2180,2
2181,1
2182,1
2183,1
2184,1
2185,0
2186,2
2187,0
2188,1
2189,1
2190,1
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,1
2198,2
2199,1
2200,1
2201,1
2202,0
2203,0
2204,0
2205,1
2206,1
2207,1
2208,0
2209,2
2210,2
2211,2
2212,2
2213,2
2214,1
2215,1
2216,1
2217,0
2218,1
2219,1
2220,0
2221,1
2222,2
2223,2
2224,1
2225,1
2226,2
2227,1
2228,2
2229,1
2230,1
2231,1
2232,1
2233,1
2234,2
2235,1
2236,2
2237,1
2238,1
2239,2
2240,1
2241,1
2242,1
2243,2
2244,0
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,1
2252,2
2253,0
2254,2
2255,1
2256,1
2257,2
2258,1
2259,1
2260,1
2261,1
2262,0
2263,1
2264,1
2265,1
2266,1
2267,2
2268,2
2269,1
2270,2
2271,1
2272,2
2273,1
2274,1
2275,1
2276,1
2277,2
2278,1
2279,2
2280,1
2281,0
2282,0
2283,2
2284,2
2285,2
2286,1
2287,1
2288,0
2289,1
2290,1
2291,0
2292,0
2293,1
2294,1
2295,1
2296,0
2297,1
2298,1
2299,2
2300,1
2301,1
2302,2
2303,1
2304,1
2305,1
2306,2
2307,2
2308,2
2309,0
2310,1
2311,2
2312,1
2313,1
2314,2
2315,1
2316,0
2317,1
2318,1
2319,1
2320,0
2321,2
2322,1
2323,1
2324,0
2325,1
2326,1
2327,2
2328,0
2329,0
2330,0
2331,1
2332,1
2333,2
2334,2
2335,0
2336,1
2337,0
2338,0
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,0
2346,1
2347,2
2348,1
2349,0
2350,1
2351,1
2352,0
2353,2
2354,1
2355,2
2356,1
2357,1
2358,0
2359,2
2360,2
2361,2
2362,1
2363,2
2364,2
2365,0
2366,1
2367,1
2368,0
2369,1
2370,2
2371,1
2372,2
2373,1
2374,2
2375,1
2376,1
2377,1
2378,2
2379,1
2380,1
2381,1
2382,2
2383,2
2384,1
2385,0
2386,0
2387,2
2388,1
2389,1
2390,1
2391,2
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,0
2399,1
2400,0
2401,1
2402,0
2403,0
2404,1
2405,0
2406,0
2407,1
2408,1
2409,0
2410,2
2411,2
2412,1
2413,1
2414,1
2415,1
2416,1
2417,0
2418,1
2419,1
2420,1
2421,2
2422,2
2423,1
2424,1
2425,1
2426,2
2427,1
2428,2
2429,1
2430,2
2431,0
2432,0
2433,1
2434,1
2435,1
2436,1
2437,2
2438,0
2439,1
2440,2
2441,2
2442,2
2443,1
2444,2
2445,1
2446,0
2447,0
2448,0
2449,1
2450,1
2451,1
2452,2
2453,1
2454,1
2455,1
2456,2
2457,2
2458,1
2459,1
2460,1
2461,1
2462,1
2463,2
2464,1
2465,1
2466,1
2467,0
2468,2
2469,1
2470,0
2471,1
2472,1
2473,1
2474,2
2475,1
2476,0
2477,1
2478,1
2479,1
2480,2
2481,2
2482,1
2483,1
2484,1
2485,0
2486,2
2487,0
2488,2
2489,0
2490,1
2491,1
2492,2
2493,2
2494,1
2495,2
2496,1
2497,0
2498,1
2499,2
2500,0
2501,1
2502,1
2503,1
2504,1
2505,2
2506,1
2507,1
2508,1
2509,1
2510,0
2511,0
2512,2
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,0
2521,2
2522,0
2523,1
2524,2
2525,2
2526,0
2527,1
2528,0
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,2
2540,1
2541,1
2542,0
2543,1
2544,0
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,0
2552,1
2553,0
2554,1
2555,1
2556,1
2557,0
2558,2
2559,1
2560,2
2561,0
2562,1
2563,1
2564,1
2565,1
2566,2
2567,1
2568,1
2569,0
2570,0
2571,1
2572,1
2573,0
2574,1
2575,1
2576,1
2577,1
2578,2
2579,2
2580,1
2581,2
2582,1
2583,1
2584,1
2585,0
2586,2
2587,1
2588,0
2589,1
2590,0
2591,1
2592,1
2593,2
2594,1
2595,2
2596,1
2597,1
2598,1
2599,1
2600,1
2601,2
2602,1
2603,1
2604,1
2605,2
2606,0
2607,2
2608,1
2609,1
2610,2
2611,2
2612,1
2613,2
2614,1
2615,1
2616,1
2617,0
2618,2
2619,1
2620,1
2621,0
2622,1
2623,2
2624,1
2625,1
2626,0
2627,1
2628,0
2629,2
2630,2
2631,1
2632,1
2633,0
2634,1
2635,2
2636,1
2637,1
2638,1
2639,1
2640,2
2641,1
2642,1
2643,1
2644,2
2645,1
2646,1
2647,0
2648,1
2649,1
2650,1
2651,1
2652,2
2653,2
2654,2
2655,1
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,1
2663,0
2664,2
2665,1
2666,1
2667,0
2668,0
2669,1
2670,1
2671,1
2672,0
2673,0
2674,2
2675,0
2676,1
2677,1
2678,1
2679,0
2680,1
2681,1
2682,1
2683,0
2684,2
2685,2
2686,2
2687,2
2688,1
2689,1
2690,2
2691,1
2692,2
2693,1
2694,2
2695,1
2696,1
2697,1
2698,1
2699,1
2700,1
2701,1
2702,1
2703,1
2704,2
2705,2
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,2
2713,2
2714,1
2715,2
2716,2
2717,1
2718,0
2719,1
2720,1
2721,1
2722,2
2723,1
2724,0
2725,1
2726,1
2727,2
2728,1
2729,2
2730,2
2731,1
2732,1
2733,2
2734,1
2735,1
2736,1
2737,1
2738,1
2739,0
2740,0
2741,1
2742,1
2743,1
2744,2
2745,2
2746,0
2747,1
2748,1
2749,2
2750,2
2751,1
2752,1
2753,1
2754,1
2755,1
2756,0
2757,2
2758,1
2759,1
2760,0
2761,2
2762,1
2763,0
2764,2
2765,2
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,1
2773,0
2774,1
2775,1
2776,1
2777,2
2778,0
2779,0
2780,2
2781,2
2782,1
2783,1
2784,1
2785,1
2786,2
2787,1
2788,1
2789,2
2790,0
2791,2
2792,1
2793,1
2794,1
2795,1
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,0
2803,2
2804,1
2805,1
2806,0
2807,1
2808,1
2809,1
2810,2
2811,1
2812,0
2813,1
2814,2
2815,0
2816,1
2817,2
2818,1
2819,1
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,0
2827,1
2828,1
2829,2
2830,2
2831,2
2832,1
2833,1
2834,2
2835,1
2836,1
2837,1
2838,0
2839,1
2840,1
2841,1
2842,1
2843,1
2844,0
2845,1
2846,1
2847,1
2848,1
2849,0
2850,0
2851,2
2852,0
2853,2
2854,1
2855,1
2856,0
2857,1
2858,1
2859,1
2860,2
2861,1
2862,1
2863,1
2864,1
2865,2
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,2
2873,1
2874,1
2875,2
2876,1
2877,2
2878,1
2879,1
2880,2
2881,2
2882,2
2883,0
2884,0
2885,1
2886,1
2887,0
2888,1
2889,1
2890,1
2891,2
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,2
2899,0
2900,2
2901,2
2902,1
2903,0
2904,1
2905,1
2906,2
2907,2
2908,1
2909,1
2910,2
2911,0
2912,2
2913,0
2914,2
2915,1
2916,1
2917,2
2918,1
2919,1
2920,2
2921,1
2922,1
2923,1
2924,1
2925,1
2926,1
2927,1
2928,1
2929,0
2930,1
2931,1
2932,1
2933,0
2934,1
2935,1
2936,2
2937,0
2938,1
2939,1
2940,1
2941,2
2942,1
2943,1
2944,1
2945,2
2946,0
2947,1
2948,1
2949,1
2950,2
2951,0
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,0
2961,1
2962,0
2963,1
2964,2
2965,2
2966,1
2967,0
2968,0
2969,1
2970,2
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,0
2982,1
2983,0
2984,1
2985,0
2986,2
2987,2
2988,1
2989,2
2990,2
2991,0
2992,0
2993,2
2994,1
2995,1
2996,1
2997,0
